Complex1	Apo-GP96 dimer	endoplasmic reticulum lumen	Reactome DB_ID: 1678941	Protein2	
Complex464	DDX41:DDX41 ligand	cytosol	Reactome DB_ID: 3134844	Protein864	
Complex464	DDX41:DDX41 ligand	cytosol	Reactome DB_ID: 3134844	PhysicalEntity42	
Complex465	STING:STING	endoplasmic reticulum membrane	Reactome DB_ID: 2395989	Protein866	
Complex466	STING:c-di-GMP	cytoplasmic vesicle membrane	Reactome DB_ID: 2395983	Complex459	
Complex466	STING:c-di-GMP	cytoplasmic vesicle membrane	Reactome DB_ID: 2395983	SmallMolecule57	
Complex467	STING:cGAMP	cytoplasmic vesicle membrane	Reactome DB_ID: 3244600	Complex459	
Complex467	STING:cGAMP	cytoplasmic vesicle membrane	Reactome DB_ID: 3244600	SmallMolecule55	
Complex468	STING:TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 1834956	Complex459	
Complex468	STING:TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 1834956	Protein250	
Complex468	STING:TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 1834956	Protein245	
Complex469	TREX1 dimer	endoplasmic reticulum membrane	Reactome DB_ID: 3244607	Protein867	
Complex47	p-IRAK2:oligo-TRAF6	plasma membrane	Reactome DB_ID: 936990	Protein49	
Complex47	p-IRAK2:oligo-TRAF6	plasma membrane	Reactome DB_ID: 936990	Complex40	
Complex470	MRE11:dsDNA	cytosol	Reactome DB_ID: 3204308	PhysicalEntity44	
Complex470	MRE11:dsDNA	cytosol	Reactome DB_ID: 3204308	Protein868	
Complex471	DNA-PK:microbial dsDNA	cytosol	Reactome DB_ID: 3134811	PhysicalEntity37	
Complex471	DNA-PK:microbial dsDNA	cytosol	Reactome DB_ID: 3134811	Protein869	
Complex471	DNA-PK:microbial dsDNA	cytosol	Reactome DB_ID: 3134811	Complex472	
Complex472	Ku70:Ku80 heterodimer	cytosol	Reactome DB_ID: 3134809	Protein871	
Complex472	Ku70:Ku80 heterodimer	cytosol	Reactome DB_ID: 3134809	Protein870	
Complex473	STING:p-S172-TBK1	cytoplasmic vesicle membrane	Reactome DB_ID: 2396005	Complex459	
Complex473	STING:p-S172-TBK1	cytoplasmic vesicle membrane	Reactome DB_ID: 2396005	Protein857	
Complex474	STING:TBK1:STAT6	cytoplasmic vesicle membrane	Reactome DB_ID: 3249399	Complex459	
Complex474	STING:TBK1:STAT6	cytoplasmic vesicle membrane	Reactome DB_ID: 3249399	Protein872	
Complex474	STING:TBK1:STAT6	cytoplasmic vesicle membrane	Reactome DB_ID: 3249399	Protein245	
Complex475	STING:p-S172-TBK1:STAT6	cytoplasmic vesicle membrane	Reactome DB_ID: 3249391	Complex459	
Complex475	STING:p-S172-TBK1:STAT6	cytoplasmic vesicle membrane	Reactome DB_ID: 3249391	Protein872	
Complex475	STING:p-S172-TBK1:STAT6	cytoplasmic vesicle membrane	Reactome DB_ID: 3249391	Protein857	
Complex476	p-S407,Y641-STAT6 dimer	cytosol	Reactome DB_ID: 3249385	Protein874	
Complex477	p-S407,Y641-STAT6 dimer	nucleoplasm	Reactome DB_ID: 3261240	Protein875	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein894	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein881	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein886	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein884	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Complex479	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein887	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Complex481	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein876	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Complex480	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein885	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein877	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein888	
Complex478	RNA Polymerase III Holoenzyme	cytosol	Reactome DB_ID: 1964460	Protein878	
Complex479	HsRPC4:HsRPC5	cytosol	Reactome DB_ID: 1964436	Protein880	
Complex479	HsRPC4:HsRPC5	cytosol	Reactome DB_ID: 1964436	Protein879	
Complex48	p-IRAK2:K63-linked pUb oligo-TRAF6	plasma membrane	Reactome DB_ID: 936988	Protein75	
Complex48	p-IRAK2:K63-linked pUb oligo-TRAF6	plasma membrane	Reactome DB_ID: 936988	Protein43	
Complex480	HsRPC8:HsRPC9	cytosol	Reactome DB_ID: 1964449	Protein883	
Complex480	HsRPC8:HsRPC9	cytosol	Reactome DB_ID: 1964449	Protein882	
Complex481	HsRPC6:HsRPC3:HsRPC7	cytosol	Reactome DB_ID: 1964462	Protein890	
Complex481	HsRPC6:HsRPC3:HsRPC7	cytosol	Reactome DB_ID: 1964462	Protein889	
Complex481	HsRPC6:HsRPC3:HsRPC7	cytosol	Reactome DB_ID: 1964462	Protein891	
Complex482	LRR FLII-interacting protein 1 dimer	cytosol	Reactome DB_ID: 3134884	Protein895	
Complex483	dsDNA:LRR FLII-interacting protein 1dimer	cytosol	Reactome DB_ID: 3134917	Complex482	
Complex483	dsDNA:LRR FLII-interacting protein 1dimer	cytosol	Reactome DB_ID: 3134917	PhysicalEntity37	
Complex484	dsDNA:LRRFIP1:beta-catenin	cytosol	Reactome DB_ID: 3134925	Complex483	
Complex484	dsDNA:LRRFIP1:beta-catenin	cytosol	Reactome DB_ID: 3134925	Protein896	
Complex485	beta-catenin:IRF3:p300	nucleoplasm	Reactome DB_ID: 3134898	Complex118	
Complex485	beta-catenin:IRF3:p300	nucleoplasm	Reactome DB_ID: 3134898	Protein898	
Complex485	beta-catenin:IRF3:p300	nucleoplasm	Reactome DB_ID: 3134898	Protein647	
Complex485	beta-catenin:IRF3:p300	nucleoplasm	Reactome DB_ID: 3134898	PhysicalEntity32	
Complex488	K48polyUb-DDX41:TRIM21	cytosol	Reactome DB_ID: 3134947	Protein899	
Complex488	K48polyUb-DDX41:TRIM21	cytosol	Reactome DB_ID: 3134947	Protein865	
Complex489	STING:TRIM32/TRIM56	endoplasmic reticulum membrane	Reactome DB_ID: 1834963	Protein902	
Complex489	STING:TRIM32/TRIM56	endoplasmic reticulum membrane	Reactome DB_ID: 1834963	Protein866	
Complex49	TAK1 complex	plasma membrane	Reactome DB_ID: 446878	Protein80	
Complex49	TAK1 complex	plasma membrane	Reactome DB_ID: 446878	Protein79	
Complex49	TAK1 complex	plasma membrane	Reactome DB_ID: 446878	Protein76	
Complex491	STING:p-S172,K48polyUb-TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 3465596	Complex459	
Complex491	STING:p-S172,K48polyUb-TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 3465596	Protein906	
Complex491	STING:p-S172,K48polyUb-TBK1:IRF3	cytoplasmic vesicle membrane	Reactome DB_ID: 3465596	Protein250	
Complex492	dsDNA:ZBP1:pS-172,K48polyUb-TBK1	cytosol	Reactome DB_ID: 3465595	Protein906	
Complex492	dsDNA:ZBP1:pS-172,K48polyUb-TBK1	cytosol	Reactome DB_ID: 3465595	Complex452	
Complex493	viral DNA with 3' sticky ends	cytosol	Reactome DB_ID: 177535	PhysicalEntity48	
Complex493	viral DNA with 3' sticky ends	cytosol	Reactome DB_ID: 177535	PhysicalEntity49	
Complex494	TREX1:viral DNA	endoplasmic reticulum membrane	Reactome DB_ID: 3244619	SmallMolecule59	
Complex494	TREX1:viral DNA	endoplasmic reticulum membrane	Reactome DB_ID: 3244619	Complex469	
Complex494	TREX1:viral DNA	endoplasmic reticulum membrane	Reactome DB_ID: 3244619	Complex493	
Complex495	FCGRIA:CD3G homodimer	plasma membrane	Reactome DB_ID: 2029093	Protein907	
Complex495	FCGRIA:CD3G homodimer	plasma membrane	Reactome DB_ID: 2029093	Complex496	
Complex496	CD3G homodimer	plasma membrane	Reactome DB_ID: 1861690	Protein908	
Complex497	IgG-Ag:FCGRIA:CD3G homodimer	plasma membrane	Reactome DB_ID: 2029132	Complex251	
Complex497	IgG-Ag:FCGRIA:CD3G homodimer	plasma membrane	Reactome DB_ID: 2029132	Complex495	
Complex498	IgG-Ag:FCGRIIA	plasma membrane	Reactome DB_ID: 1861689	Complex251	
Complex498	IgG-Ag:FCGRIIA	plasma membrane	Reactome DB_ID: 1861689	Protein909	
Complex499	FCGRIIIA:CD3G/CD3Z dimers	plasma membrane	Reactome DB_ID: 2029097	Protein910	
Complex499	FCGRIIIA:CD3G/CD3Z dimers	plasma membrane	Reactome DB_ID: 2029097	Complex500	
Complex5	FL-TLR8 dimer	endoplasmic reticulum membrane	Reactome DB_ID: 1678913	Protein6	
Complex50	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex	plasma membrane	Reactome DB_ID: 936953	Complex49	
Complex50	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex	plasma membrane	Reactome DB_ID: 936953	PhysicalEntity6	
Complex50	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex	plasma membrane	Reactome DB_ID: 936953	Complex48	
Complex501	CD3G:CD3Z heterodimer	plasma membrane	Reactome DB_ID: 1861602	Protein911	
Complex501	CD3G:CD3Z heterodimer	plasma membrane	Reactome DB_ID: 1861602	Protein908	
Complex502	CD3Z homodimer	plasma membrane	Reactome DB_ID: 1861695	Protein911	
Complex503	IgG-Ag:FCGRIIIA:CD3G/CD3Z dimers	plasma membrane	Reactome DB_ID: 2029163	Complex499	
Complex503	IgG-Ag:FCGRIIIA:CD3G/CD3Z dimers	plasma membrane	Reactome DB_ID: 2029163	Complex251	
Complex504	clustered IgG-Ag:FCGRs	plasma membrane	Reactome DB_ID: 2029146	Complex251	
Complex504	clustered IgG-Ag:FCGRs	plasma membrane	Reactome DB_ID: 2029146	PhysicalEntity50	
Complex505	clustered IgG-Ag:p-FCGRs	plasma membrane	Reactome DB_ID: 2029128	Complex251	
Complex505	clustered IgG-Ag:p-FCGRs	plasma membrane	Reactome DB_ID: 2029128	PhysicalEntity51	
Complex506	FCGRIA:p-Y160,Y171-CD3G dimer	plasma membrane	Reactome DB_ID: 2029117	Complex507	
Complex506	FCGRIA:p-Y160,Y171-CD3G dimer	plasma membrane	Reactome DB_ID: 2029117	Protein907	
Complex507	p-Y160,Y171-CD3G dimer	plasma membrane	Reactome DB_ID: 1861560	Protein912	
Complex508	FCGRIIIA:p-2Y-CD3G/p-6Y-CD3Z dimers	plasma membrane	Reactome DB_ID: 2029118	Complex509	
Complex508	FCGRIIIA:p-2Y-CD3G/p-6Y-CD3Z dimers	plasma membrane	Reactome DB_ID: 2029118	Protein910	
Complex51	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	plasma membrane	Reactome DB_ID: 937008	PhysicalEntity6	
Complex51	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	plasma membrane	Reactome DB_ID: 937008	Protein81	
Complex51	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	plasma membrane	Reactome DB_ID: 937008	Protein79	
Complex51	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	plasma membrane	Reactome DB_ID: 937008	Complex48	
Complex51	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex	plasma membrane	Reactome DB_ID: 937008	Protein76	
Complex510	p-Y160,Y171-CD3G:p-6Y-CD3Z	plasma membrane	Reactome DB_ID: 1861710	Protein913	
Complex510	p-Y160,Y171-CD3G:p-6Y-CD3Z	plasma membrane	Reactome DB_ID: 1861710	Protein912	
Complex511	CD3 zeta dimer with phosphorylated ITAMs	plasma membrane	Reactome DB_ID: 202303	Protein913	
Complex512	clustered IgG-Ag:p-FCGRs:SYK	plasma membrane	Reactome DB_ID: 2029129	Complex505	
Complex512	clustered IgG-Ag:p-FCGRs:SYK	plasma membrane	Reactome DB_ID: 2029129	Protein922	
Complex513	clustered IgG-Ag:p-FCGRs:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2029158	Complex505	
Complex513	clustered IgG-Ag:p-FCGRs:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2029158	Protein923	
Complex514	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:VAV	plasma membrane	Reactome DB_ID: 2029133	Complex513	
Complex514	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:VAV	plasma membrane	Reactome DB_ID: 2029133	Protein924	
Complex514	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:VAV	plasma membrane	Reactome DB_ID: 2029133	SmallMolecule65	
Complex515	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-VAV	plasma membrane	Reactome DB_ID: 2029131	Protein928	
Complex515	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-VAV	plasma membrane	Reactome DB_ID: 2029131	Complex513	
Complex516	RAC1-GDP	cytosol	Reactome DB_ID: 445010	Protein932	
Complex516	RAC1-GDP	cytosol	Reactome DB_ID: 445010	SmallMolecule66	
Complex517	RAC1-GTP	cytosol	Reactome DB_ID: 442641	Protein932	
Complex517	RAC1-GTP	cytosol	Reactome DB_ID: 442641	SmallMolecule54	
Complex518	CRK:DOCK180:ELMO	cytosol	Reactome DB_ID: 2029141	Protein937	
Complex518	CRK:DOCK180:ELMO	cytosol	Reactome DB_ID: 2029141	Protein933	
Complex518	CRK:DOCK180:ELMO	cytosol	Reactome DB_ID: 2029141	Protein934	
Complex519	CRKII:DOCK180:ELMO complex recruited to phagocytic cup	plasma membrane	Reactome DB_ID: 2029130	Complex513	
Complex519	CRKII:DOCK180:ELMO complex recruited to phagocytic cup	plasma membrane	Reactome DB_ID: 2029130	Complex518	
Complex52	MEKK1:activated TRAF6	cytosol	Reactome DB_ID: 166867	Protein48	
Complex52	MEKK1:activated TRAF6	cytosol	Reactome DB_ID: 166867	Protein82	
Complex520	WRC	cytosol	Reactome DB_ID: 2029154	Protein942	
Complex520	WRC	cytosol	Reactome DB_ID: 2029154	Protein939	
Complex520	WRC	cytosol	Reactome DB_ID: 2029154	Protein943	
Complex520	WRC	cytosol	Reactome DB_ID: 2029154	Protein948	
Complex520	WRC	cytosol	Reactome DB_ID: 2029154	Protein944	
Complex521	WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029147	Complex517	
Complex521	WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029147	Complex520	
Complex521	WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029147	Protein938	
Complex521	WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029147	SmallMolecule65	
Complex522	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029148	Complex517	
Complex522	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029148	Complex523	
Complex522	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029148	Protein938	
Complex522	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2029148	SmallMolecule65	
Complex523	p-WRC	cytosol	Reactome DB_ID: 2029134	Protein942	
Complex523	p-WRC	cytosol	Reactome DB_ID: 2029134	Protein943	
Complex523	p-WRC	cytosol	Reactome DB_ID: 2029134	Protein953	
Complex523	p-WRC	cytosol	Reactome DB_ID: 2029134	Protein949	
Complex523	p-WRC	cytosol	Reactome DB_ID: 2029134	Protein948	
Complex524	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2130182	Complex517	
Complex524	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2130182	Protein938	
Complex524	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2130182	SmallMolecule65	
Complex524	p-WRC:IRSp53/58:RAC1-GTP:PIP3	cytosol	Reactome DB_ID: 2130182	Complex525	
Complex525	p-WRC	cytosol	Reactome DB_ID: 2130185	Protein942	
Complex525	p-WRC	cytosol	Reactome DB_ID: 2130185	Protein939	
Complex525	p-WRC	cytosol	Reactome DB_ID: 2130185	Protein943	
Complex525	p-WRC	cytosol	Reactome DB_ID: 2130185	Protein948	
Complex525	p-WRC	cytosol	Reactome DB_ID: 2130185	Protein956	
Complex526	CDC42:GDP	cytosol	Reactome DB_ID: 418830	Protein959	
Complex526	CDC42:GDP	cytosol	Reactome DB_ID: 418830	SmallMolecule66	
Complex527	CDC42:GTP	cytosol	Reactome DB_ID: 182921	SmallMolecule54	
Complex527	CDC42:GTP	cytosol	Reactome DB_ID: 182921	Protein959	
Complex528	CDC42-GTP:WASP/N-WASP	cytosol	Reactome DB_ID: 442584	Complex527	
Complex528	CDC42-GTP:WASP/N-WASP	cytosol	Reactome DB_ID: 442584	Protein960	
Complex528	CDC42-GTP:WASP/N-WASP	cytosol	Reactome DB_ID: 442584	SmallMolecule24	
Complex529	CDC42-GTP:WASP/N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197683	Protein967	
Complex529	CDC42-GTP:WASP/N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197683	Complex527	
Complex529	CDC42-GTP:WASP/N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197683	Protein963	
Complex529	CDC42-GTP:WASP/N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197683	Protein960	
Complex529	CDC42-GTP:WASP/N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197683	SmallMolecule24	
Complex53	Activated IKK Complex	cytosol	Reactome DB_ID: 177663	Protein59	
Complex53	Activated IKK Complex	cytosol	Reactome DB_ID: 177663	Protein85	
Complex53	Activated IKK Complex	cytosol	Reactome DB_ID: 177663	Protein84	
Complex530	CDC42-GTP:p-WASP/p-N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197680	Protein967	
Complex530	CDC42-GTP:p-WASP/p-N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197680	Complex527	
Complex530	CDC42-GTP:p-WASP/p-N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197680	Protein963	
Complex530	CDC42-GTP:p-WASP/p-N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197680	SmallMolecule24	
Complex530	CDC42-GTP:p-WASP/p-N-WASP:WIP:SH3 proteins	cytosol	Reactome DB_ID: 2197680	Protein971	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Protein979	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Protein977	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Protein982	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Complex534	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Complex533	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Protein976	
Complex532	ARP2/3 complex (ATP bound)	cytosol	Reactome DB_ID: 1861670	Protein978	
Complex533	ARP3:ATP	cytosol	Reactome DB_ID: 201854	SmallMolecule4	
Complex533	ARP3:ATP	cytosol	Reactome DB_ID: 201854	Protein980	
Complex534	ARP2:ATP	cytosol	Reactome DB_ID: 201855	Protein981	
Complex534	ARP2:ATP	cytosol	Reactome DB_ID: 201855	SmallMolecule4	
Complex535	G-actin	cytosol	Reactome DB_ID: 201857	SmallMolecule4	
Complex535	G-actin	cytosol	Reactome DB_ID: 201857	Protein983	
Complex536	Activated WAVE2 and WASP/N-WASP:ARP2/3 complex:G-actin	cytosol	Reactome DB_ID: 442565	Complex532	
Complex536	Activated WAVE2 and WASP/N-WASP:ARP2/3 complex:G-actin	cytosol	Reactome DB_ID: 442565	Complex535	
Complex536	Activated WAVE2 and WASP/N-WASP:ARP2/3 complex:G-actin	cytosol	Reactome DB_ID: 442565	Complex531	
Complex537	Mother filament:branching complex	cytosol	Reactome DB_ID: 2029140	PhysicalEntity52	
Complex537	Mother filament:branching complex	cytosol	Reactome DB_ID: 2029140	Complex536	
Complex538	Mother filament:ARP2/3:actin:GDP	cytosol	Reactome DB_ID: 2197686	Complex532	
Complex538	Mother filament:ARP2/3:actin:GDP	cytosol	Reactome DB_ID: 2197686	Complex539	
Complex538	Mother filament:ARP2/3:actin:GDP	cytosol	Reactome DB_ID: 2197686	PhysicalEntity52	
Complex539	Actin:ADP	cytosol	Reactome DB_ID: 202994	SmallMolecule5	
Complex539	Actin:ADP	cytosol	Reactome DB_ID: 202994	Protein983	
Complex540	Mother filament:branching complex:daughter filament	cytosol	Reactome DB_ID: 1861699	PhysicalEntity52	
Complex540	Mother filament:branching complex:daughter filament	cytosol	Reactome DB_ID: 1861699	Complex536	
Complex541	PAK1 dimer	cytosol	Reactome DB_ID: 445002	Protein986	
Complex543	RAC1/CDC42:PAK dimer	cytosol	Reactome DB_ID: 2029159	Complex541	
Complex543	RAC1/CDC42:PAK dimer	cytosol	Reactome DB_ID: 2029159	Complex542	
Complex544	RAC1/CDC42:p-S144,T423-PAK	cytosol	Reactome DB_ID: 2029155	Complex542	
Complex544	RAC1/CDC42:p-S144,T423-PAK	cytosol	Reactome DB_ID: 2029155	Protein987	
Complex545	pLIMK dimer:HSP-90	cytosol	Reactome DB_ID: 419632	Protein989	
Complex545	pLIMK dimer:HSP-90	cytosol	Reactome DB_ID: 419632	Protein990	
Complex546	Active LIMK1	cytosol	Reactome DB_ID: 419630	Protein992	
Complex547	pCofilin: Active LIMK-1	cytosol	Reactome DB_ID: 399878	Protein994	
Complex547	pCofilin: Active LIMK-1	cytosol	Reactome DB_ID: 399878	Complex546	
Complex548	Myosin-X dimer	cytosol	Reactome DB_ID: 1861665	Protein995	
Complex549	Actin filament bound Myosin-X	plasma membrane	Reactome DB_ID: 1861625	Complex548	
Complex549	Actin filament bound Myosin-X	plasma membrane	Reactome DB_ID: 1861625	SmallMolecule5	
Complex549	Actin filament bound Myosin-X	plasma membrane	Reactome DB_ID: 1861625	Complex540	
Complex549	Actin filament bound Myosin-X	plasma membrane	Reactome DB_ID: 1861625	SmallMolecule68	
Complex55	hp-IRAK1:K6-poly-Ub oligo-TRAF6:Activated TAK1 complex	cytosol	Reactome DB_ID: 450186	Complex56	
Complex55	hp-IRAK1:K6-poly-Ub oligo-TRAF6:Activated TAK1 complex	cytosol	Reactome DB_ID: 450186	Complex49	
Complex550	clustered IgG-Ag:p-FCGRs	phagocytic cup	Reactome DB_ID: 2029151	Complex251	
Complex550	clustered IgG-Ag:p-FCGRs	phagocytic cup	Reactome DB_ID: 2029151	PhysicalEntity51	
Complex551	Myosin-Actin filaments	cytosol	Reactome DB_ID: 2029139	SmallMolecule5	
Complex551	Myosin-Actin filaments	cytosol	Reactome DB_ID: 2029139	Complex540	
Complex551	Myosin-Actin filaments	cytosol	Reactome DB_ID: 2029139	Protein996	
Complex552	PI3K	cytosol	Reactome DB_ID: 74693	Protein1005	
Complex552	PI3K	cytosol	Reactome DB_ID: 74693	Protein1002	
Complex553	PI3K:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2029149	Complex552	
Complex553	PI3K:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2029149	Complex513	
Complex554	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:PLCG	plasma membrane	Reactome DB_ID: 2029137	Complex513	
Complex554	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:PLCG	plasma membrane	Reactome DB_ID: 2029137	Protein1008	
Complex555	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-3Y-PLCG	plasma membrane	Reactome DB_ID: 2029156	Complex513	
Complex555	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-3Y-PLCG	plasma membrane	Reactome DB_ID: 2029156	Protein1011	
Complex555	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-3Y-PLCG	plasma membrane	Reactome DB_ID: 2029156	SmallMolecule65	
Complex556	IP3 receptor homotetramer	endoplasmic reticulum membrane	Reactome DB_ID: 169686	Protein1014	
Complex557	IP3 receptor:IP3 complex	endoplasmic reticulum membrane	Reactome DB_ID: 169696	Complex556	
Complex557	IP3 receptor:IP3 complex	endoplasmic reticulum membrane	Reactome DB_ID: 169696	SmallMolecule70	
Complex558	DAP12 dimer	plasma membrane	Reactome DB_ID: 548940	Protein1033	
Complex559	KIR2DS1 oligomer:HLA-C (Cw4)	plasma membrane	Reactome DB_ID: 2272773	Complex560	
Complex559	KIR2DS1 oligomer:HLA-C (Cw4)	plasma membrane	Reactome DB_ID: 2272773	PhysicalEntity53	
Complex56	hp-IRAK1:K6 poly-Ub oligo-TRAF6	cytosol	Reactome DB_ID: 450144	Protein86	
Complex56	hp-IRAK1:K6 poly-Ub oligo-TRAF6	cytosol	Reactome DB_ID: 450144	Complex57	
Complex560	HLA-C Cw4 (group 2)	plasma membrane	Reactome DB_ID: 198911	Protein1034	
Complex560	HLA-C Cw4 (group 2)	plasma membrane	Reactome DB_ID: 198911	Protein1035	
Complex561	DAP12:KIR2DS1:HLA-Cw4	plasma membrane	Reactome DB_ID: 2272727	Complex559	
Complex561	DAP12:KIR2DS1:HLA-Cw4	plasma membrane	Reactome DB_ID: 2272727	Complex558	
Complex562	KIR2DS2:HLA-C1 (Cw3)	plasma membrane	Reactome DB_ID: 2272718	Protein1037	
Complex562	KIR2DS2:HLA-C1 (Cw3)	plasma membrane	Reactome DB_ID: 2272718	Complex563	
Complex563	HLA-C Cw3 (group 1)	plasma membrane	Reactome DB_ID: 199562	Protein1036	
Complex563	HLA-C Cw3 (group 1)	plasma membrane	Reactome DB_ID: 199562	Protein1035	
Complex564	HLA-C1:KIR2DS2:DAP12 dimer:KIR2DS2:HLA-C1	plasma membrane	Reactome DB_ID: 210244	Complex562	
Complex564	HLA-C1:KIR2DS2:DAP12 dimer:KIR2DS2:HLA-C1	plasma membrane	Reactome DB_ID: 210244	Complex558	
Complex565	KIR2DS4:HLA-C Cw4/HLA-C Cw3	plasma membrane	Reactome DB_ID: 2272706	Complex566	
Complex565	KIR2DS4:HLA-C Cw4/HLA-C Cw3	plasma membrane	Reactome DB_ID: 2272706	Protein1038	
Complex567	HLA-C Cw4/Cw3:KIR2DS4:DAP12 dimer:KIR2DS4:HLA-C Cw3/Cw4	plasma membrane	Reactome DB_ID: 2272757	Complex565	
Complex567	HLA-C Cw4/Cw3:KIR2DS4:DAP12 dimer:KIR2DS4:HLA-C Cw3/Cw4	plasma membrane	Reactome DB_ID: 2272757	Complex558	
Complex568	KIR2DS5:DAP12 dimer:KIR2DS5	plasma membrane	Reactome DB_ID: 2272749	Protein1039	
Complex568	KIR2DS5:DAP12 dimer:KIR2DS5	plasma membrane	Reactome DB_ID: 2272749	Complex558	
Complex569	KIR3DS1:HLA-Bw4	plasma membrane	Reactome DB_ID: 2272751	Protein1041	
Complex569	KIR3DS1:HLA-Bw4	plasma membrane	Reactome DB_ID: 2272751	Protein1040	
Complex57	hp-IRAK1:K6-polyUb TRAF6	cytosol	Reactome DB_ID: 450147	Protein87	
Complex57	hp-IRAK1:K6-polyUb TRAF6	cytosol	Reactome DB_ID: 450147	Protein86	
