BiochemicalReaction1	Pro-EGF is cleaved to form mature EGF	Protein1	Protein2	
BiochemicalReaction833	Liganded Gq/11-activating GPCRs act as GEFs for Gq/11	Complex1105	SmallMolecule18	
BiochemicalReaction834	The Ligand:GPCR:Gq complex dissociates	Complex1106	Complex1066	
BiochemicalReaction834	The Ligand:GPCR:Gq complex dissociates	Complex1106	PhysicalEntity55	
BiochemicalReaction834	The Ligand:GPCR:Gq complex dissociates	Complex1106	Complex1108	
BiochemicalReaction834	The Ligand:GPCR:Gq complex dissociates	Complex1106	PhysicalEntity54	
BiochemicalReaction835	GRK2 sequesters activated Gq	Complex1108	Complex1109	
BiochemicalReaction835	GRK2 sequesters activated Gq	Protein56	Complex1109	
BiochemicalReaction836	GRK5 sequesters activated Gq	Protein1993	Complex1110	
BiochemicalReaction836	GRK5 sequesters activated Gq	Complex1108	Complex1110	
BiochemicalReaction837	G alpha (q) binds to Trio family RhoGEFs	Protein1994	Complex1111	
BiochemicalReaction837	G alpha (q) binds to Trio family RhoGEFs	Complex1108	Complex1111	
BiochemicalReaction838	PLC beta is activated by G alpha (q)	Protein1996	Complex1112	
BiochemicalReaction838	PLC beta is activated by G alpha (q)	Complex1108	Complex1112	
BiochemicalReaction839	G alpha (q) inhibits PI3K alpha	Complex1108	Complex1113	
BiochemicalReaction839	G alpha (q) inhibits PI3K alpha	Complex90	Complex1113	
BiochemicalReaction84	Gab1:Grb2 binds to EGF:Phospho-EGFR	Complex152	Complex153	
BiochemicalReaction84	Gab1:Grb2 binds to EGF:Phospho-EGFR	Complex4	Complex153	
BiochemicalReaction84	Gab1:Grb2 binds to EGF:Phospho-EGFR	Complex4	SmallMolecule19	
BiochemicalReaction84	Gab1:Grb2 binds to EGF:Phospho-EGFR	Complex152	SmallMolecule19	
BiochemicalReaction840	PLC beta-mediated PIP2 hydrolysis	SmallMolecule4	SmallMolecule6	
BiochemicalReaction840	PLC beta-mediated PIP2 hydrolysis	SmallMolecule4	SmallMolecule200	
BiochemicalReaction841	Binding of IP3 to IP3 receptor	SmallMolecule6	Complex1115	
BiochemicalReaction841	Binding of IP3 to IP3 receptor	Complex1114	Complex1115	
BiochemicalReaction842	Transport of Ca++ from platelet dense tubular system to cytoplasm	SmallMolecule205	SmallMolecule9	
BiochemicalReaction843	Calcium and Diacylglycerol activate CalDAG-GEFs (RasGRPs)	Protein2005	Complex1116	
BiochemicalReaction843	Calcium and Diacylglycerol activate CalDAG-GEFs (RasGRPs)	SmallMolecule9	Complex1116	
BiochemicalReaction843	Calcium and Diacylglycerol activate CalDAG-GEFs (RasGRPs)	SmallMolecule200	Complex1116	
BiochemicalReaction844	Activation of Protein Kinase C novel isoforms	Protein1982	Complex1098	
BiochemicalReaction844	Activation of Protein Kinase C novel isoforms	SmallMolecule200	Complex1098	
BiochemicalReaction845	DAG activation of TRPC channels	Protein2008	Complex1117	
BiochemicalReaction845	DAG activation of TRPC channels	SmallMolecule200	Complex1117	
BiochemicalReaction846	DAG is metabolized by DAGL to 2-AG	SmallMolecule200	SmallMolecule206	
BiochemicalReaction846	DAG is metabolized by DAGL to 2-AG	SmallMolecule200	SmallMolecule207	
BiochemicalReaction847	2-AG hydrolysis to arachidonate by MAGL	SmallMolecule5	SmallMolecule209	
BiochemicalReaction847	2-AG hydrolysis to arachidonate by MAGL	SmallMolecule207	SmallMolecule209	
BiochemicalReaction847	2-AG hydrolysis to arachidonate by MAGL	SmallMolecule207	SmallMolecule25	
BiochemicalReaction847	2-AG hydrolysis to arachidonate by MAGL	SmallMolecule5	SmallMolecule25	
BiochemicalReaction847	2-AG hydrolysis to arachidonate by MAGL	SmallMolecule207	SmallMolecule208	
BiochemicalReaction847	2-AG hydrolysis to arachidonate by MAGL	SmallMolecule5	SmallMolecule208	
BiochemicalReaction848	DAG kinase produces phosphatidic acid from DAG	SmallMolecule2	SmallMolecule210	
BiochemicalReaction848	DAG kinase produces phosphatidic acid from DAG	SmallMolecule200	SmallMolecule210	
BiochemicalReaction848	DAG kinase produces phosphatidic acid from DAG	SmallMolecule200	SmallMolecule3	
BiochemicalReaction848	DAG kinase produces phosphatidic acid from DAG	SmallMolecule2	SmallMolecule3	
BiochemicalReaction849	G alpha (q) auto-inactivates by hydrolysing GTP to GDP	Complex1108	Complex1100	
BiochemicalReaction85	Gab1 phosphorylation by EGFR kinase	Complex153	Complex154	
BiochemicalReaction85	Gab1 phosphorylation by EGFR kinase	SmallMolecule2	Complex154	
BiochemicalReaction85	Gab1 phosphorylation by EGFR kinase	SmallMolecule2	SmallMolecule3	
BiochemicalReaction85	Gab1 phosphorylation by EGFR kinase	Complex153	SmallMolecule3	
BiochemicalReaction850	Inactive G alpha (q) reassociates with G beta:gamma	Complex1066	Complex1099	
BiochemicalReaction850	Inactive G alpha (q) reassociates with G beta:gamma	Complex1100	Complex1099	
BiochemicalReaction851	Liganded G12/13-activating GPCRs bind inactive heterotrimeric G-protein G12/13	Complex1118	Complex1124	
BiochemicalReaction851	Liganded G12/13-activating GPCRs bind inactive heterotrimeric G-protein G12/13	Complex1119	Complex1124	
BiochemicalReaction852	Liganded G12/13-activating GPCR acts as a GEF for G12/13	Complex1124	Complex1125	
BiochemicalReaction852	Liganded G12/13-activating GPCR acts as a GEF for G12/13	SmallMolecule17	Complex1125	
BiochemicalReaction852	Liganded G12/13-activating GPCR acts as a GEF for G12/13	SmallMolecule17	SmallMolecule18	
BiochemicalReaction852	Liganded G12/13-activating GPCR acts as a GEF for G12/13	Complex1124	SmallMolecule18	
BiochemicalReaction853	The Ligand:GPCR:G12/13 complex dissociates	Complex1125	Complex1066	
BiochemicalReaction853	The Ligand:GPCR:G12/13 complex dissociates	Complex1125	PhysicalEntity57	
BiochemicalReaction853	The Ligand:GPCR:G12/13 complex dissociates	Complex1125	Complex1131	
BiochemicalReaction853	The Ligand:GPCR:G12/13 complex dissociates	Complex1125	PhysicalEntity56	
BiochemicalReaction854	G alpha (13) activates Rho guanine nucleotide exchange factor 1 (p115-RhoGEF)	Protein2031	Complex1132	
BiochemicalReaction854	G alpha (13) activates Rho guanine nucleotide exchange factor 1 (p115-RhoGEF)	Complex1130	Complex1132	
BiochemicalReaction855	p115-RhoGEF activation of Rac1	Complex1133	Complex1134	
BiochemicalReaction855	p115-RhoGEF activation of Rac1	SmallMolecule17	Complex1134	
BiochemicalReaction855	p115-RhoGEF activation of Rac1	SmallMolecule17	SmallMolecule18	
BiochemicalReaction855	p115-RhoGEF activation of Rac1	Complex1133	SmallMolecule18	
BiochemicalReaction856	Rac1 activation of  PI3K	Complex1134	Complex1135	
BiochemicalReaction856	Rac1 activation of  PI3K	Complex90	Complex1135	
BiochemicalReaction857	GEFs activate RhoA,B,C	Complex1136	Complex1137	
BiochemicalReaction857	GEFs activate RhoA,B,C	SmallMolecule17	Complex1137	
BiochemicalReaction857	GEFs activate RhoA,B,C	SmallMolecule17	SmallMolecule18	
BiochemicalReaction857	GEFs activate RhoA,B,C	Complex1136	SmallMolecule18	
BiochemicalReaction858	ROCK activation by Rho	Protein2034	Complex1138	
BiochemicalReaction858	ROCK activation by Rho	Complex1137	Complex1138	
BiochemicalReaction859	LARG activation by G alpha 12/13	Protein517	Complex1139	
BiochemicalReaction859	LARG activation by G alpha 12/13	Complex1131	Complex1139	
BiochemicalReaction86	Activation of SHP2 through the binding to phospho-Gab1	Complex154	Complex156	
BiochemicalReaction86	Activation of SHP2 through the binding to phospho-Gab1	Protein272	Complex156	
BiochemicalReaction860	LARG binds plexin B1	Protein2037	Complex1140	
BiochemicalReaction860	LARG binds plexin B1	Complex1139	Complex1140	
BiochemicalReaction861	G alpha (12/13) auto-inactivates by hydrolysing GTP to GDP	Complex1131	Complex1141	
BiochemicalReaction862	Inactive G alpha (12/13) reassociates with G beta:gamma	Complex1141	Complex1119	
BiochemicalReaction862	Inactive G alpha (12/13) reassociates with G beta:gamma	Complex1066	Complex1119	
BiochemicalReaction863	Gbeta:gamma recruits PI3K gamma	Complex1142	Complex1143	
BiochemicalReaction863	Gbeta:gamma recruits PI3K gamma	Complex1066	Complex1143	
BiochemicalReaction864	G beta:gamma activated PI3Kgamma converts PIP2 to PIP3	SmallMolecule4	SmallMolecule19	
BiochemicalReaction864	G beta:gamma activated PI3Kgamma converts PIP2 to PIP3	SmallMolecule2	SmallMolecule19	
BiochemicalReaction864	G beta:gamma activated PI3Kgamma converts PIP2 to PIP3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction864	G beta:gamma activated PI3Kgamma converts PIP2 to PIP3	SmallMolecule4	SmallMolecule3	
BiochemicalReaction865	PIP3 recruits PDK1 and AKT to the membrane	Protein186	Complex1144	
BiochemicalReaction865	PIP3 recruits PDK1 and AKT to the membrane	Protein194	Complex1144	
BiochemicalReaction865	PIP3 recruits PDK1 and AKT to the membrane	SmallMolecule19	Complex1144	
BiochemicalReaction866	Gbeta:gamma activation of PLC beta	Complex1066	Complex1145	
BiochemicalReaction866	Gbeta:gamma activation of PLC beta	Protein2042	Complex1145	
BiochemicalReaction867	PLC beta-mediated PIP2 hydrolysis	SmallMolecule4	SmallMolecule6	
BiochemicalReaction867	PLC beta-mediated PIP2 hydrolysis	SmallMolecule4	SmallMolecule200	
BiochemicalReaction868	G Protein trimer formation (olfactory)	Protein1806	Complex1146	
BiochemicalReaction868	G Protein trimer formation (olfactory)	Protein2043	Complex1146	
BiochemicalReaction868	G Protein trimer formation (olfactory)	Protein1821	Complex1146	
BiochemicalReaction869	Olfactory Receptor - G Protein olfactory trimer complex formation	Complex1146	Complex1147	
BiochemicalReaction869	Olfactory Receptor - G Protein olfactory trimer complex formation	Protein2044	Complex1147	
BiochemicalReaction87	Dephosphorylation of Gab1 by SHP2	Complex156	SmallMolecule21	
BiochemicalReaction87	Dephosphorylation of Gab1 by SHP2	SmallMolecule5	SmallMolecule21	
BiochemicalReaction87	Dephosphorylation of Gab1 by SHP2	SmallMolecule5	Complex157	
BiochemicalReaction87	Dephosphorylation of Gab1 by SHP2	Complex156	Complex157	
BiochemicalReaction870	Opioid binds MOR	Protein1409	Complex1148	
BiochemicalReaction870	Opioid binds MOR	Protein2465	Complex1148	
BiochemicalReaction871	The high affinity receptor complex binds to G-protein	Complex1149	Complex1151	
BiochemicalReaction871	The high affinity receptor complex binds to G-protein	Complex1148	Complex1151	
BiochemicalReaction872	The receptor:G-protein complex releases GDP	Complex1151	Complex1152	
BiochemicalReaction872	The receptor:G-protein complex releases GDP	Complex1151	SmallMolecule18	
BiochemicalReaction873	The receptor:G-protein complex  binds GTP	Complex1152	Complex1154	
BiochemicalReaction873	The receptor:G-protein complex  binds GTP	SmallMolecule17	Complex1154	
BiochemicalReaction874	The receptor:G-protein complex dissociates	Complex1154	Complex1148	
BiochemicalReaction874	The receptor:G-protein complex dissociates	Complex1154	Complex1066	
BiochemicalReaction874	The receptor:G-protein complex dissociates	Complex1154	Complex1156	
BiochemicalReaction875	G-protein alpha subunit is inactivated	Complex1156	Complex1157	
BiochemicalReaction875	G-protein alpha subunit is inactivated	SmallMolecule18	Complex1157	
BiochemicalReaction875	G-protein alpha subunit is inactivated	SmallMolecule18	SmallMolecule17	
BiochemicalReaction875	G-protein alpha subunit is inactivated	Complex1156	SmallMolecule17	
BiochemicalReaction876	G-protein beta-gamma subunits rebind the alpha-GDP subunit	Complex1066	Complex1149	
BiochemicalReaction876	G-protein beta-gamma subunits rebind the alpha-GDP subunit	Complex1157	Complex1149	
BiochemicalReaction877	Opioid dissociates from MOR	Complex1148	Protein1409	
BiochemicalReaction877	Opioid dissociates from MOR	Complex1148	Protein2465	
BiochemicalReaction878	Activation of PLC beta-1/4	Protein1996	Complex1158	
BiochemicalReaction878	Activation of PLC beta-1/4	Complex1156	Complex1158	
BiochemicalReaction879	PIP2 hydrolysis	SmallMolecule4	SmallMolecule6	
BiochemicalReaction879	PIP2 hydrolysis	SmallMolecule5	SmallMolecule6	
BiochemicalReaction879	PIP2 hydrolysis	SmallMolecule5	SmallMolecule7	
BiochemicalReaction879	PIP2 hydrolysis	SmallMolecule4	SmallMolecule7	
BiochemicalReaction88	SHP2 dephosphorylates Tyr 992 on EGFR	Complex156	SmallMolecule21	
BiochemicalReaction88	SHP2 dephosphorylates Tyr 992 on EGFR	SmallMolecule5	SmallMolecule21	
BiochemicalReaction88	SHP2 dephosphorylates Tyr 992 on EGFR	SmallMolecule5	Complex159	
BiochemicalReaction88	SHP2 dephosphorylates Tyr 992 on EGFR	Complex156	Complex159	
BiochemicalReaction880	Inactivation of PLC beta	SmallMolecule5	Protein1996	
BiochemicalReaction880	Inactivation of PLC beta	Complex1158	Protein1996	
BiochemicalReaction880	Inactivation of PLC beta	Complex1158	SmallMolecule21	
BiochemicalReaction880	Inactivation of PLC beta	SmallMolecule5	SmallMolecule21	
BiochemicalReaction880	Inactivation of PLC beta	Complex1158	Complex1157	
BiochemicalReaction880	Inactivation of PLC beta	SmallMolecule5	Complex1157	
BiochemicalReaction881	Phosphorylation of cPLA2 by ERK-2	Protein2469	Protein2470	
BiochemicalReaction881	Phosphorylation of cPLA2 by ERK-2	SmallMolecule2	Protein2470	
BiochemicalReaction881	Phosphorylation of cPLA2 by ERK-2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction881	Phosphorylation of cPLA2 by ERK-2	Protein2469	SmallMolecule3	
BiochemicalReaction882	Phospho-cPLA2 translocates to membranes when intracellular calcium levels increase	Protein2470	Complex1159	
BiochemicalReaction882	Phospho-cPLA2 translocates to membranes when intracellular calcium levels increase	SmallMolecule211	Complex1159	
BiochemicalReaction882	Phospho-cPLA2 translocates to membranes when intracellular calcium levels increase	SmallMolecule9	Complex1159	
BiochemicalReaction883	Hydrolysis of phosphatidylcholine	SmallMolecule5	SmallMolecule213	
BiochemicalReaction883	Hydrolysis of phosphatidylcholine	SmallMolecule212	SmallMolecule213	
BiochemicalReaction883	Hydrolysis of phosphatidylcholine	SmallMolecule212	SmallMolecule214	
BiochemicalReaction883	Hydrolysis of phosphatidylcholine	SmallMolecule5	SmallMolecule214	
BiochemicalReaction884	Galpha-olf:GTP binds to adenylate cyclase and activates it	Complex11	Complex1161	
BiochemicalReaction884	Galpha-olf:GTP binds to adenylate cyclase and activates it	Complex1160	Complex1161	
BiochemicalReaction885	Adenylate cyclase converts ATP into cyclic AMP	SmallMolecule2	SmallMolecule11	
BiochemicalReaction885	Adenylate cyclase converts ATP into cyclic AMP	SmallMolecule2	SmallMolecule10	
BiochemicalReaction886	Adenylaye cyclase increases the GTPase activity of G alpha-olf	Complex1161	SmallMolecule21	
BiochemicalReaction886	Adenylaye cyclase increases the GTPase activity of G alpha-olf	Complex1161	Complex1162	
BiochemicalReaction887	The G alpha-olf:GDP:Adenylate cyclase complex dissociates	Complex1162	Complex11	
BiochemicalReaction887	The G alpha-olf:GDP:Adenylate cyclase complex dissociates	Complex1162	Complex1163	
BiochemicalReaction888	G alpha-olf:GTP binds to Gi alpha1:GTP:adenylate cyclase complex	Complex1072	Complex1164	
BiochemicalReaction888	G alpha-olf:GTP binds to Gi alpha1:GTP:adenylate cyclase complex	Complex1160	Complex1164	
BiochemicalReaction889	Adenylate cyclase increases the GTPase activity of G alpha-olf	Complex1164	SmallMolecule21	
BiochemicalReaction889	Adenylate cyclase increases the GTPase activity of G alpha-olf	Complex1164	Complex1165	
BiochemicalReaction89	Dephosphorylation of PAG by SHP2	Protein275	SmallMolecule21	
BiochemicalReaction89	Dephosphorylation of PAG by SHP2	SmallMolecule5	SmallMolecule21	
BiochemicalReaction89	Dephosphorylation of PAG by SHP2	SmallMolecule5	Protein276	
BiochemicalReaction89	Dephosphorylation of PAG by SHP2	Protein275	Protein276	
BiochemicalReaction890	Adenylate cyclase increases the GTPase activity of Gi alpha	Complex1164	SmallMolecule21	
BiochemicalReaction890	Adenylate cyclase increases the GTPase activity of Gi alpha	Complex1164	Complex1166	
BiochemicalReaction891	Dissociation of the Gi alpha:G olf complex	Complex1166	Complex11	
BiochemicalReaction891	Dissociation of the Gi alpha:G olf complex	Complex1166	Complex1080	
BiochemicalReaction891	Dissociation of the Gi alpha:G olf complex	Complex1166	Complex1163	
BiochemicalReaction892	PKA phosphorylates PDE4B	SmallMolecule2	Protein2471	
BiochemicalReaction892	PKA phosphorylates PDE4B	Protein1952	Protein2471	
BiochemicalReaction892	PKA phosphorylates PDE4B	Protein1952	SmallMolecule3	
BiochemicalReaction892	PKA phosphorylates PDE4B	SmallMolecule2	SmallMolecule3	
BiochemicalReaction893	cAMP hydrolysis by PDE 4	SmallMolecule5	SmallMolecule16	
BiochemicalReaction893	cAMP hydrolysis by PDE 4	SmallMolecule10	SmallMolecule16	
BiochemicalReaction894	PKA phosphorylates DARPP-32 on Thr34	SmallMolecule2	Protein2486	
BiochemicalReaction894	PKA phosphorylates DARPP-32 on Thr34	Protein2481	Protein2486	
BiochemicalReaction894	PKA phosphorylates DARPP-32 on Thr34	Protein2481	SmallMolecule3	
BiochemicalReaction894	PKA phosphorylates DARPP-32 on Thr34	SmallMolecule2	SmallMolecule3	
BiochemicalReaction895	DARPP-32 phosphorylated on T34 binds to PP1, inhibiting its function	Protein1118	Complex1167	
BiochemicalReaction895	DARPP-32 phosphorylated on T34 binds to PP1, inhibiting its function	Protein2486	Complex1167	
BiochemicalReaction896	CDK5 phosphorylates DARPP-32 on Thr75	Protein2491	Protein2472	
BiochemicalReaction897	DARPP-32 phosphorylated on Thr75 binds to PKA, inhibiting its function	Protein2472	Complex1169	
BiochemicalReaction897	DARPP-32 phosphorylated on Thr75 binds to PKA, inhibiting its function	Protein40	Complex1169	
BiochemicalReaction898	DARPP-32 is dephosphorylated on Thr75 by PP2A	Protein2472	Protein2491	
BiochemicalReaction898	DARPP-32 is dephosphorylated on Thr75 by PP2A	SmallMolecule5	Protein2491	
BiochemicalReaction898	DARPP-32 is dephosphorylated on Thr75 by PP2A	SmallMolecule5	SmallMolecule21	
BiochemicalReaction898	DARPP-32 is dephosphorylated on Thr75 by PP2A	Protein2472	SmallMolecule21	
BiochemicalReaction899	Inactive catalytic PP2B is activated by the binding of calmodulin	Complex10	Complex1172	
BiochemicalReaction899	Inactive catalytic PP2B is activated by the binding of calmodulin	Complex1171	Complex1172	
BiochemicalReaction9	Active PLCG1 hydrolyses PIP2	SmallMolecule4	SmallMolecule6	
BiochemicalReaction9	Active PLCG1 hydrolyses PIP2	SmallMolecule5	SmallMolecule6	
BiochemicalReaction9	Active PLCG1 hydrolyses PIP2	SmallMolecule5	SmallMolecule7	
BiochemicalReaction9	Active PLCG1 hydrolyses PIP2	SmallMolecule4	SmallMolecule7	
BiochemicalReaction90	Sustained activation of SRC kinase by SHP2	Complex162	SmallMolecule21	
BiochemicalReaction90	Sustained activation of SRC kinase by SHP2	SmallMolecule5	SmallMolecule21	
BiochemicalReaction90	Sustained activation of SRC kinase by SHP2	SmallMolecule5	Protein277	
BiochemicalReaction90	Sustained activation of SRC kinase by SHP2	Complex162	Protein277	
BiochemicalReaction90	Sustained activation of SRC kinase by SHP2	SmallMolecule5	Complex163	
BiochemicalReaction90	Sustained activation of SRC kinase by SHP2	Complex162	Complex163	
BiochemicalReaction900	DARPP-32 is dephosphorylated on Thr34 by PP2B	SmallMolecule5	SmallMolecule21	
BiochemicalReaction900	DARPP-32 is dephosphorylated on Thr34 by PP2B	Protein2486	SmallMolecule21	
BiochemicalReaction900	DARPP-32 is dephosphorylated on Thr34 by PP2B	Protein2486	Protein2481	
BiochemicalReaction900	DARPP-32 is dephosphorylated on Thr34 by PP2B	SmallMolecule5	Protein2481	
BiochemicalReaction901	Gastrin binds to CCK-B receptor	Protein1992	Complex1103	
BiochemicalReaction901	Gastrin binds to CCK-B receptor	Protein1512	Complex1103	
BiochemicalReaction902	Activation of Protein kinase C, alpha type by Diacylglycerol	Protein59	Complex1174	
BiochemicalReaction902	Activation of Protein kinase C, alpha type by Diacylglycerol	SmallMolecule200	Complex1174	
BiochemicalReaction903	Active MMP3 can cleave pro-HBEGF to form active HBEGF	Protein2503	Protein178	
BiochemicalReaction903	Active MMP3 can cleave pro-HBEGF to form active HBEGF	Protein2503	Protein2504	
BiochemicalReaction903	Active MMP3 can cleave pro-HBEGF to form active HBEGF	Protein2503	Protein2505	
BiochemicalReaction904	Mature HBEGF binds to EGFR, triggering dimerisation and autophosphorylation of the receptor	Protein7	Complex1175	
BiochemicalReaction904	Mature HBEGF binds to EGFR, triggering dimerisation and autophosphorylation of the receptor	Protein178	Complex1175	
BiochemicalReaction905	GRB2:SOS1 binds to HBEGF:p-Y-EGFR	Complex28	Complex1177	
BiochemicalReaction905	GRB2:SOS1 binds to HBEGF:p-Y-EGFR	Complex1175	Complex1177	
BiochemicalReaction906	SOS1-mediated nucleotide exchange of RAS (HB-EFG-initiated)	Complex30	Complex31	
BiochemicalReaction906	SOS1-mediated nucleotide exchange of RAS (HB-EFG-initiated)	SmallMolecule17	Complex31	
BiochemicalReaction906	SOS1-mediated nucleotide exchange of RAS (HB-EFG-initiated)	SmallMolecule17	SmallMolecule18	
BiochemicalReaction906	SOS1-mediated nucleotide exchange of RAS (HB-EFG-initiated)	Complex30	SmallMolecule18	
BiochemicalReaction907	N-linked glycosylation of WNTs	Protein2506	Protein2526	
BiochemicalReaction908	PORCN palmitoleoylates N-glycosyl WNTs	SmallMolecule217	SmallMolecule218	
BiochemicalReaction908	PORCN palmitoleoylates N-glycosyl WNTs	Protein2526	SmallMolecule218	
BiochemicalReaction908	PORCN palmitoleoylates N-glycosyl WNTs	Protein2526	Protein2546	
BiochemicalReaction908	PORCN palmitoleoylates N-glycosyl WNTs	SmallMolecule217	Protein2546	
BiochemicalReaction909	WNT ligands traffic to the Golgi	Protein2546	Protein2567	
BiochemicalReaction91	Binding of CBL to EGFR	Complex4	Complex164	
BiochemicalReaction91	Binding of CBL to EGFR	Protein279	Complex164	
BiochemicalReaction910	WLS binds WNT ligands in the Golgi	Protein2567	Complex1178	
BiochemicalReaction910	WLS binds WNT ligands in the Golgi	Protein2588	Complex1178	
BiochemicalReaction911	WNT ligands traffic to the plasma membrane	Complex1178	Complex1179	
BiochemicalReaction912	secretion of WNT ligands	Complex1179	Protein2610	
BiochemicalReaction912	secretion of WNT ligands	Complex1179	Protein2609	
BiochemicalReaction913	WLS is endocytosed to the early endosome	Protein2609	Protein2630	
BiochemicalReaction914	Retromer associates with WLS	Protein2630	Complex1181	
BiochemicalReaction914	Retromer associates with WLS	Protein2631	Complex1181	
BiochemicalReaction914	Retromer associates with WLS	Complex1180	Complex1181	
BiochemicalReaction915	Retromer recycles WLS to the Golgi	Complex1181	Complex1182	
BiochemicalReaction916	WLS dissociates from retromer	Complex1182	Protein2588	
BiochemicalReaction916	WLS dissociates from retromer	Complex1182	Protein2631	
BiochemicalReaction916	WLS dissociates from retromer	Complex1182	Complex1180	
BiochemicalReaction917	Assembly of the destruction complex	Protein2640	Complex1184	
BiochemicalReaction917	Assembly of the destruction complex	Protein2643	Complex1184	
BiochemicalReaction917	Assembly of the destruction complex	Protein2642	Complex1184	
BiochemicalReaction917	Assembly of the destruction complex	Protein2641	Complex1184	
BiochemicalReaction917	Assembly of the destruction complex	Protein215	Complex1184	
BiochemicalReaction917	Assembly of the destruction complex	Complex1183	Complex1184	
BiochemicalReaction918	Association of beta-catenin with the destruction complex	Protein2644	Complex1185	
BiochemicalReaction918	Association of beta-catenin with the destruction complex	Complex1184	Complex1185	
BiochemicalReaction919	Phosphorylation of beta-catenin at Ser45 by CK1 alpha	SmallMolecule2	Complex1186	
BiochemicalReaction919	Phosphorylation of beta-catenin at Ser45 by CK1 alpha	Complex1185	Complex1186	
BiochemicalReaction919	Phosphorylation of beta-catenin at Ser45 by CK1 alpha	Complex1185	SmallMolecule3	
BiochemicalReaction919	Phosphorylation of beta-catenin at Ser45 by CK1 alpha	SmallMolecule2	SmallMolecule3	
BiochemicalReaction92	Phosphorylation of CBL (EGFR:CBL)	Complex164	SmallMolecule3	
BiochemicalReaction92	Phosphorylation of CBL (EGFR:CBL)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction92	Phosphorylation of CBL (EGFR:CBL)	SmallMolecule2	Complex165	
BiochemicalReaction92	Phosphorylation of CBL (EGFR:CBL)	Complex164	Complex165	
BiochemicalReaction920	Phosphorylation of phospho-(Ser45 ) at Thr 41 by GSK-3	SmallMolecule2	Complex1187	
BiochemicalReaction920	Phosphorylation of phospho-(Ser45 ) at Thr 41 by GSK-3	Complex1186	Complex1187	
BiochemicalReaction920	Phosphorylation of phospho-(Ser45 ) at Thr 41 by GSK-3	Complex1186	SmallMolecule3	
BiochemicalReaction920	Phosphorylation of phospho-(Ser45 ) at Thr 41 by GSK-3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction921	Phosphoryation of phospho- (Ser45, Thr41) beta-catenin  at Ser37 by GSK-3	SmallMolecule2	Complex1189	
BiochemicalReaction921	Phosphoryation of phospho- (Ser45, Thr41) beta-catenin  at Ser37 by GSK-3	Complex1187	Complex1189	
BiochemicalReaction921	Phosphoryation of phospho- (Ser45, Thr41) beta-catenin  at Ser37 by GSK-3	Complex1187	SmallMolecule3	
BiochemicalReaction921	Phosphoryation of phospho- (Ser45, Thr41) beta-catenin  at Ser37 by GSK-3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction922	Phosphorylation of phospho-(Ser45,Thr41,Ser37) at Ser33 by GSK-3	SmallMolecule2	Complex1190	
BiochemicalReaction922	Phosphorylation of phospho-(Ser45,Thr41,Ser37) at Ser33 by GSK-3	Complex1189	Complex1190	
BiochemicalReaction922	Phosphorylation of phospho-(Ser45,Thr41,Ser37) at Ser33 by GSK-3	Complex1189	SmallMolecule3	
BiochemicalReaction922	Phosphorylation of phospho-(Ser45,Thr41,Ser37) at Ser33 by GSK-3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction923	Phosphorylation of APC component of the destruction complex	Complex1190	Complex1191	
BiochemicalReaction923	Phosphorylation of APC component of the destruction complex	SmallMolecule2	Complex1191	
BiochemicalReaction923	Phosphorylation of APC component of the destruction complex	SmallMolecule2	SmallMolecule3	
BiochemicalReaction923	Phosphorylation of APC component of the destruction complex	Complex1190	SmallMolecule3	
BiochemicalReaction924	Dissociation of beta-catenin from Axin and association of beta catenin with phospho-(20 aa) APC in the detruction complex	Complex1191	Complex1192	
BiochemicalReaction925	Association of beta-catenin with  the SCF-beta-TrCP1 ubiquitin ligase complex	Complex1192	Complex1194	
BiochemicalReaction925	Association of beta-catenin with  the SCF-beta-TrCP1 ubiquitin ligase complex	Complex1193	Complex1194	
BiochemicalReaction926	Multi-ubiquitination of phospho-beta-catenin by SCF-beta-TrCP1	Complex1194	Complex1195	
BiochemicalReaction926	Multi-ubiquitination of phospho-beta-catenin by SCF-beta-TrCP1	Protein281	Complex1195	
BiochemicalReaction927	Degradation of ubiquitinated -beta catenin by the proteasome	Complex1195	Complex1196	
BiochemicalReaction927	Degradation of ubiquitinated -beta catenin by the proteasome	Complex1195	Complex1193	
BiochemicalReaction927	Degradation of ubiquitinated -beta catenin by the proteasome	Complex1195	Protein281	
BiochemicalReaction928	Phosphorylation of STK3 (MST2) and SAV1 by STK3	Complex1198	Complex1201	
BiochemicalReaction928	Phosphorylation of STK3 (MST2) and SAV1 by STK3	SmallMolecule2	Complex1201	
BiochemicalReaction928	Phosphorylation of STK3 (MST2) and SAV1 by STK3	SmallMolecule2	SmallMolecule3	
BiochemicalReaction928	Phosphorylation of STK3 (MST2) and SAV1 by STK3	Complex1198	SmallMolecule3	
BiochemicalReaction929	Phosphorylation of STK4 (MST1) and SAV1 by STK4	SmallMolecule2	Complex1206	
BiochemicalReaction929	Phosphorylation of STK4 (MST1) and SAV1 by STK4	Complex1204	Complex1206	
