Complex1	TP53 Tetramer	nucleoplasm	Reactome DB_ID: 3209194	Protein1	
Complex281	p-RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2500251	Protein680	
Complex281	p-RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2500251	Protein369	
Complex281	p-RAD21-Ac-Cohesin	chromosome, centromeric region	Reactome DB_ID: 2500251	Protein370	
Complex282	Condensin I	cytosol	Reactome DB_ID: 1638143	Protein682	
Complex282	Condensin I	cytosol	Reactome DB_ID: 1638143	Protein683	
Complex282	Condensin I	cytosol	Reactome DB_ID: 1638143	Protein684	
Complex282	Condensin I	cytosol	Reactome DB_ID: 1638143	Protein685	
Complex282	Condensin I	cytosol	Reactome DB_ID: 1638143	Protein686	
Complex283	CK2 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2529014	Protein687	
Complex283	CK2 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2529014	Protein688	
Complex283	CK2 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2529014	Protein689	
Complex283	CK2 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2529014	Protein690	
Complex283	CK2 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2529014	Protein686	
Complex284	CK2	cytosol	Reactome DB_ID: 201711	Protein691	
Complex284	CK2	cytosol	Reactome DB_ID: 201711	Protein692	
Complex284	CK2	cytosol	Reactome DB_ID: 201711	Protein693	
Complex285	CDK1 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2520845	Protein694	
Complex285	CDK1 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2520845	Protein695	
Complex285	CDK1 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2520845	Protein684	
Complex285	CDK1 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2520845	Protein696	
Complex285	CDK1 Phosphorylated Condensin I	cytosol	Reactome DB_ID: 2520845	Protein686	
Complex286	CDC20:p-APC/C	cytosol	Reactome DB_ID: 174081	Protein134	
Complex286	CDC20:p-APC/C	cytosol	Reactome DB_ID: 174081	Complex40	
Complex287	CDC20:p-APC/C:PTTG1	cytosol	Reactome DB_ID: 174212	Protein698	
Complex287	CDC20:p-APC/C:PTTG1	cytosol	Reactome DB_ID: 174212	Complex286	
Complex288	CDC20:pAPC/C:K11polyUb-PTTG1	cytosol	Reactome DB_ID: 3095944	Complex286	
Complex288	CDC20:pAPC/C:K11polyUb-PTTG1	cytosol	Reactome DB_ID: 3095944	Protein699	
Complex289	PTTG1:ESPL1	cytosol	Reactome DB_ID: 2467796	Protein700	
Complex289	PTTG1:ESPL1	cytosol	Reactome DB_ID: 2467796	Protein698	
Complex29	CDC6:ORC:origin complex	nucleoplasm	Reactome DB_ID: 68543	Protein119	
Complex29	CDC6:ORC:origin complex	nucleoplasm	Reactome DB_ID: 68543	Complex30	
Complex290	ESPL1 Autocleaved	cytosol	Reactome DB_ID: 2467770	Protein701	
Complex290	ESPL1 Autocleaved	cytosol	Reactome DB_ID: 2467770	Protein702	
Complex290	ESPL1 Autocleaved	cytosol	Reactome DB_ID: 2467770	Protein703	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	Protein362	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	Protein363	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	Protein679	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	Complex252	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	PhysicalEntity24	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	Complex292	
Complex291	Cleaved Cohesin:PDS5:p-CDCA5:WAPAL:Sister Centromeres:Kinetochores:Microtubules	chromosome, centromeric region	Reactome DB_ID: 2467806	PhysicalEntity36	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein366	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein367	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein704	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein369	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein705	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein706	
Complex292	Cleaved Cohesin	chromosome, centromeric region	Reactome DB_ID: 2467801	Protein370	
Complex293	Sister Centromere:Kinetochore:Microtubules	cytosol	Reactome DB_ID: 2484902	Complex252	
Complex293	Sister Centromere:Kinetochore:Microtubules	cytosol	Reactome DB_ID: 2484902	PhysicalEntity24	
Complex293	Sister Centromere:Kinetochore:Microtubules	cytosol	Reactome DB_ID: 2484902	PhysicalEntity36	
Complex294	Cleaved Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2467805	Protein670	
Complex294	Cleaved Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2467805	Protein673	
Complex294	Cleaved Cohesin:PDS5:WAPAL	cytosol	Reactome DB_ID: 2467805	Complex295	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein665	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein707	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein667	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein668	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein708	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein709	
Complex295	Cleaved Cohesin	cytosol	Reactome DB_ID: 2467802	Protein710	
Complex296	Cohesin Complex	cytosol	Reactome DB_ID: 2545214	Protein667	
Complex296	Cohesin Complex	cytosol	Reactome DB_ID: 2545214	Protein674	
Complex296	Cohesin Complex	cytosol	Reactome DB_ID: 2545214	Protein668	
Complex296	Cohesin Complex	cytosol	Reactome DB_ID: 2545214	Protein711	
Complex296	Cohesin Complex	cytosol	Reactome DB_ID: 2545214	Protein710	
Complex297	LEM4:VRK1/VRK2	endoplasmic reticulum membrane	Reactome DB_ID: 2995385	Protein712	
Complex297	LEM4:VRK1/VRK2	endoplasmic reticulum membrane	Reactome DB_ID: 2995385	Protein715	
Complex298	p-T2,T3,S4-BAF	cytosol	Reactome DB_ID: 2995380	Protein716	
Complex299	BANF1	cytosol	Reactome DB_ID: 2995377	Protein717	
Complex3	p-S387-RFWD2:p-S15-TP53	nucleoplasm	Reactome DB_ID: 349420	Protein7	
Complex3	p-S387-RFWD2:p-S15-TP53	nucleoplasm	Reactome DB_ID: 349420	Complex2	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	Protein120	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	Complex31	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	Protein123	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	PhysicalEntity6	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	Protein124	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	Protein125	
Complex30	ORC:origin	nucleoplasm	Reactome DB_ID: 68540	Protein126	
Complex300	PP2A (Aalpha:B55alpha:Calpha)	cytosol	Reactome DB_ID: 377182	Protein626	
Complex300	PP2A (Aalpha:B55alpha:Calpha)	cytosol	Reactome DB_ID: 377182	Protein426	
Complex300	PP2A (Aalpha:B55alpha:Calpha)	cytosol	Reactome DB_ID: 377182	Protein718	
Complex302	LMNA-1:LMNA-2	cytosol	Reactome DB_ID: 2995379	Protein719	
Complex302	LMNA-1:LMNA-2	cytosol	Reactome DB_ID: 2995379	Protein720	
Complex303	LMNAB1	cytosol	Reactome DB_ID: 2995372	Protein721	
Complex304	SCC2:SCC4	nucleoplasm	Reactome DB_ID: 2470930	Protein728	
Complex304	SCC2:SCC4	nucleoplasm	Reactome DB_ID: 2470930	Protein729	
Complex306	Cohesin:PDS5:WAPAL:NIPBL:MAU2:Centromere	nucleoplasm	Reactome DB_ID: 2470943	PhysicalEntity24	
Complex306	Cohesin:PDS5:WAPAL:NIPBL:MAU2:Centromere	nucleoplasm	Reactome DB_ID: 2470943	Complex304	
Complex306	Cohesin:PDS5:WAPAL:NIPBL:MAU2:Centromere	nucleoplasm	Reactome DB_ID: 2470943	Complex135	
Complex307	Cohesin:PDS5:WAPAL:NIPBL:MAU2:Chromosomal Arm	nucleoplasm	Reactome DB_ID: 2470928	PhysicalEntity23	
Complex307	Cohesin:PDS5:WAPAL:NIPBL:MAU2:Chromosomal Arm	nucleoplasm	Reactome DB_ID: 2470928	Complex304	
Complex307	Cohesin:PDS5:WAPAL:NIPBL:MAU2:Chromosomal Arm	nucleoplasm	Reactome DB_ID: 2470928	Complex135	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	Protein120	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	Protein123	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	PhysicalEntity6	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	Protein124	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	Protein125	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	Protein122	
Complex308	ORC complex bound to origin	nucleoplasm	Reactome DB_ID: 176958	Protein126	
Complex309	Cdh1:phospho-APC/C complex	nucleoplasm	Reactome DB_ID: 174250	Protein316	
Complex309	Cdh1:phospho-APC/C complex	nucleoplasm	Reactome DB_ID: 174250	Complex310	
Complex31	Orc2 associated with MCM8	nucleoplasm	Reactome DB_ID: 176970	Protein121	
Complex31	Orc2 associated with MCM8	nucleoplasm	Reactome DB_ID: 176970	Protein122	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein730	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein731	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein732	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein733	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein734	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein735	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein736	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein737	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein738	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein739	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein740	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein741	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein742	
Complex310	phosphorylated anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174109	Protein743	
Complex311	Cyclin A:phospho-Cdk(Thr 160):Cdh1:phosho-APC/C complex	nucleoplasm	Reactome DB_ID: 188374	Complex105	
Complex311	Cyclin A:phospho-Cdk(Thr 160):Cdh1:phosho-APC/C complex	nucleoplasm	Reactome DB_ID: 188374	Complex309	
Complex312	Cyclin A:phospho-Cdk2(Thr 160):phospho-Cdh1:phospho-APC/C complex	nucleoplasm	Reactome DB_ID: 188387	Complex105	
Complex312	Cyclin A:phospho-Cdk2(Thr 160):phospho-Cdh1:phospho-APC/C complex	nucleoplasm	Reactome DB_ID: 188387	Complex313	
Complex313	phospho-Cdh1:phospho-APC/C complex	nucleoplasm	Reactome DB_ID: 174167	Protein318	
Complex313	phospho-Cdh1:phospho-APC/C complex	nucleoplasm	Reactome DB_ID: 174167	Complex310	
Complex314	Emi1:Cdh1 complex	nucleoplasm	Reactome DB_ID: 174247	Protein298	
Complex314	Emi1:Cdh1 complex	nucleoplasm	Reactome DB_ID: 174247	Protein744	
Complex315	Emi1:Cdc20 complex	nucleoplasm	Reactome DB_ID: 174186	Protein745	
Complex315	Emi1:Cdc20 complex	nucleoplasm	Reactome DB_ID: 174186	Protein298	
Complex316	Emi1:Cdc20/Cdh1 complex	nucleoplasm	Reactome DB_ID: 188679	Protein746	
Complex316	Emi1:Cdc20/Cdh1 complex	nucleoplasm	Reactome DB_ID: 188679	Protein298	
Complex317	Phospho-Emi1(Ser 182):Cdc20/Cdh1 complexes	nucleoplasm	Reactome DB_ID: 186975	Protein746	
Complex317	Phospho-Emi1(Ser 182):Cdc20/Cdh1 complexes	nucleoplasm	Reactome DB_ID: 186975	Protein747	
Complex318	phospho-Emi1(Ser 145, Ser 149):Cdc20/Cdh1 complexes	nucleoplasm	Reactome DB_ID: 176446	Protein746	
Complex318	phospho-Emi1(Ser 145, Ser 149):Cdc20/Cdh1 complexes	nucleoplasm	Reactome DB_ID: 176446	Protein748	
Complex32	CDK	nucleoplasm	Reactome DB_ID: 68380	PhysicalEntity7	
Complex32	CDK	nucleoplasm	Reactome DB_ID: 68380	Protein69	
Complex320	phospho-Emi1(Ser 182):Cdc20/Cdh1:complexes	cytosol	Reactome DB_ID: 177328	Protein749	
Complex320	phospho-Emi1(Ser 182):Cdc20/Cdh1:complexes	cytosol	Reactome DB_ID: 177328	Protein751	
Complex321	phospho-Emi1(Ser 145, Ser 149):Cdc20/Cdh1 complexes	cytosol	Reactome DB_ID: 177318	Protein749	
Complex321	phospho-Emi1(Ser 145, Ser 149):Cdc20/Cdh1 complexes	cytosol	Reactome DB_ID: 177318	Protein752	
Complex322	SCF-beta-TrCP:phospho-Emi1 complexes	cytosol	Reactome DB_ID: 174138	Complex319	
Complex322	SCF-beta-TrCP:phospho-Emi1 complexes	cytosol	Reactome DB_ID: 174138	Complex194	
Complex323	SCF-associated multiubiquitinated Emi1complexes	cytosol	Reactome DB_ID: 174061	Protein9	
Complex323	SCF-associated multiubiquitinated Emi1complexes	cytosol	Reactome DB_ID: 174061	Complex322	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein730	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein731	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein732	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein733	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein734	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein735	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein736	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein737	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein738	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein739	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein740	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein741	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein742	
Complex324	anaphase promoting complex (APC/C)	nucleoplasm	Reactome DB_ID: 174091	Protein743	
Complex325	hBUBR1:hBUB3:MAD2* complex	cytosol	Reactome DB_ID: 174196	Protein133	
Complex325	hBUBR1:hBUB3:MAD2* complex	cytosol	Reactome DB_ID: 174196	Protein135	
Complex325	hBUBR1:hBUB3:MAD2* complex	cytosol	Reactome DB_ID: 174196	Protein136	
Complex326	Cdc20:phospho-APC/C:Cyclin B:Cdc2 complex	cytosol	Reactome DB_ID: 174095	Complex286	
Complex326	Cdc20:phospho-APC/C:Cyclin B:Cdc2 complex	cytosol	Reactome DB_ID: 174095	Complex174	
Complex327	multiubiquitinated Cyclin B:Cdc2:Cdc20:phospho-APC/C complex	cytosol	Reactome DB_ID: 174131	Protein9	
Complex327	multiubiquitinated Cyclin B:Cdc2:Cdc20:phospho-APC/C complex	cytosol	Reactome DB_ID: 174131	Complex326	
Complex328	phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 174181	Protein750	
Complex328	phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 174181	Complex40	
Complex329	cell cycle proteins:phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 174107	Protein756	
Complex329	cell cycle proteins:phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 174107	Complex328	
Complex33	claspin bound to DNA replication fork	nucleoplasm	Reactome DB_ID: 176229	Complex23	
Complex33	claspin bound to DNA replication fork	nucleoplasm	Reactome DB_ID: 176229	Protein129	
Complex330	multiubiquitinated cell cycle protein:APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 174248	Protein9	
Complex330	multiubiquitinated cell cycle protein:APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 174248	Complex329	
Complex331	multiubiquitinated Skp2:phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 188192	Protein9	
Complex331	multiubiquitinated Skp2:phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 188192	Protein757	
Complex331	multiubiquitinated Skp2:phospho-APC/C:Cdh1 complex	cytosol	Reactome DB_ID: 188192	Complex328	
Complex332	multiubiquitinated Cdh1 associated with APC/C	nucleoplasm	Reactome DB_ID: 174068	Complex333	
Complex332	multiubiquitinated Cdh1 associated with APC/C	nucleoplasm	Reactome DB_ID: 174068	Protein224	
Complex333	phospho-Cdh1:phospho-APC/C	nucleoplasm	Reactome DB_ID: 174213	Protein318	
Complex333	phospho-Cdh1:phospho-APC/C	nucleoplasm	Reactome DB_ID: 174213	Complex310	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein758	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein759	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein760	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein761	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein762	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein763	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein764	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein765	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein766	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	Protein767	
Complex334	Centromeric Chromatin:CENPH-I Complex	nucleoplasm	Reactome DB_ID: 606340	PhysicalEntity46	
Complex335	Mis18 Complex	nucleoplasm	Reactome DB_ID: 606346	Protein768	
Complex335	Mis18 Complex	nucleoplasm	Reactome DB_ID: 606346	Protein154	
Complex335	Mis18 Complex	nucleoplasm	Reactome DB_ID: 606346	Protein769	
Complex335	Mis18 Complex	nucleoplasm	Reactome DB_ID: 606346	Protein770	
Complex335	Mis18 Complex	nucleoplasm	Reactome DB_ID: 606346	Protein771	
Complex336	Centromeric Chromatin:CENPH-I: Mis18 Complex	nucleoplasm	Reactome DB_ID: 606342	Complex334	
Complex336	Centromeric Chromatin:CENPH-I: Mis18 Complex	nucleoplasm	Reactome DB_ID: 606342	Complex335	
Complex337	HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606319	Protein772	
Complex337	HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606319	Complex338	
Complex337	HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606319	Protein154	
Complex337	HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606319	Protein775	
Complex337	HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606319	Protein776	
Complex338	CENPA:H4 Tetramer	nucleoplasm	Reactome DB_ID: 606291	Protein773	
Complex338	CENPA:H4 Tetramer	nucleoplasm	Reactome DB_ID: 606291	Protein774	
Complex339	Centromeric Chromatin:CENPH-I:Mis18:HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606282	Complex337	
Complex339	Centromeric Chromatin:CENPH-I:Mis18:HJURP:CENPA Complex	nucleoplasm	Reactome DB_ID: 606282	Complex336	
Complex34	Activated claspin bound to DNA replication fork	nucleoplasm	Reactome DB_ID: 176182	Complex23	
Complex34	Activated claspin bound to DNA replication fork	nucleoplasm	Reactome DB_ID: 176182	Protein130	
Complex340	Centromeric Chromatin: New CENPA Nucleosome:Mis18:HJURP Complex	nucleoplasm	Reactome DB_ID: 606328	Complex341	
Complex340	Centromeric Chromatin: New CENPA Nucleosome:Mis18:HJURP Complex	nucleoplasm	Reactome DB_ID: 606328	Complex334	
Complex340	Centromeric Chromatin: New CENPA Nucleosome:Mis18:HJURP Complex	nucleoplasm	Reactome DB_ID: 606328	Complex342	
Complex340	Centromeric Chromatin: New CENPA Nucleosome:Mis18:HJURP Complex	nucleoplasm	Reactome DB_ID: 606328	Complex335	
Complex341	HJURP Complex (without CENPA-H4 tetramer)	nucleoplasm	Reactome DB_ID: 606330	Protein772	
Complex341	HJURP Complex (without CENPA-H4 tetramer)	nucleoplasm	Reactome DB_ID: 606330	Protein154	
Complex341	HJURP Complex (without CENPA-H4 tetramer)	nucleoplasm	Reactome DB_ID: 606330	Protein775	
Complex341	HJURP Complex (without CENPA-H4 tetramer)	nucleoplasm	Reactome DB_ID: 606330	Protein776	
Complex342	Centromeric Nucleosome	nucleoplasm	Reactome DB_ID: 606295	Protein777	
Complex342	Centromeric Nucleosome	nucleoplasm	Reactome DB_ID: 606295	Protein792	
Complex342	Centromeric Nucleosome	nucleoplasm	Reactome DB_ID: 606295	Protein773	
Complex342	Centromeric Nucleosome	nucleoplasm	Reactome DB_ID: 606295	Protein774	
Complex343	RSF Complex	nucleoplasm	Reactome DB_ID: 606288	Protein802	
Complex343	RSF Complex	nucleoplasm	Reactome DB_ID: 606288	Protein803	
Complex344	Centromeric Chromatin:CENPH-I:Centromeric Nucleosome:RSF Complex	nucleoplasm	Reactome DB_ID: 606323	Complex334	
Complex344	Centromeric Chromatin:CENPH-I:Centromeric Nucleosome:RSF Complex	nucleoplasm	Reactome DB_ID: 606323	Complex342	
Complex344	Centromeric Chromatin:CENPH-I:Centromeric Nucleosome:RSF Complex	nucleoplasm	Reactome DB_ID: 606323	Complex343	
Complex345	Telomerase RNP	nucleoplasm	Reactome DB_ID: 163101	Rna1	
Complex345	Telomerase RNP	nucleoplasm	Reactome DB_ID: 163101	Protein804	
Complex345	Telomerase RNP	nucleoplasm	Reactome DB_ID: 163101	Protein805	
Complex346	Telomerase RNP Bound to the Telomeric Chromosome End	nucleoplasm	Reactome DB_ID: 163088	SmallMolecule27	
Complex346	Telomerase RNP Bound to the Telomeric Chromosome End	nucleoplasm	Reactome DB_ID: 163088	Complex345	
Complex347	Telomerase RNP Bound and base-paired to the Telomeric Chromosome End	nucleoplasm	Reactome DB_ID: 164683	SmallMolecule27	
Complex347	Telomerase RNP Bound and base-paired to the Telomeric Chromosome End	nucleoplasm	Reactome DB_ID: 164683	Complex345	
Complex348	Telomerase RNP:Telomeric Chromosome End with an Additional single Stranded Telomere repeat	nucleoplasm	Reactome DB_ID: 163098	SmallMolecule28	
Complex348	Telomerase RNP:Telomeric Chromosome End with an Additional single Stranded Telomere repeat	nucleoplasm	Reactome DB_ID: 163098	Complex345	
Complex349	Telomerase Holoenzyme Base-paired to the Telomeric Chromosome End with an Additional single Stranded Telomere repeat	nucleoplasm	Reactome DB_ID: 164684	SmallMolecule28	
Complex349	Telomerase Holoenzyme Base-paired to the Telomeric Chromosome End with an Additional single Stranded Telomere repeat	nucleoplasm	Reactome DB_ID: 164684	Complex345	
Complex35	Mad1:kinetochore complex	cytosol	Reactome DB_ID: 141441	Protein131	
Complex35	Mad1:kinetochore complex	cytosol	Reactome DB_ID: 141441	PhysicalEntity8	
Complex350	Telomerase Holoenzyme:Telomeric RNP End with Two Additional Single Stranded Telomere Repeats	nucleoplasm	Reactome DB_ID: 164619	SmallMolecule29	
Complex350	Telomerase Holoenzyme:Telomeric RNP End with Two Additional Single Stranded Telomere Repeats	nucleoplasm	Reactome DB_ID: 164619	Complex345	
Complex351	DNA polymerase alpha:primase:DNA polymerase alpha:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174473	Complex90	
Complex351	DNA polymerase alpha:primase:DNA polymerase alpha:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174473	Complex352	
Complex352	DNA polymerase epsilon:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174471	Complex92	
Complex353	RNA primer:G-strand extended telomere end:DNA polymerase alpha:primase complex	nucleoplasm	Reactome DB_ID: 174434	SmallMolecule29	
Complex353	RNA primer:G-strand extended telomere end:DNA polymerase alpha:primase complex	nucleoplasm	Reactome DB_ID: 174434	PhysicalEntity10	
Complex353	RNA primer:G-strand extended telomere end:DNA polymerase alpha:primase complex	nucleoplasm	Reactome DB_ID: 174434	Complex90	
Complex354	RNA primer-DNA primer:G-strand extended telomere	nucleoplasm	Reactome DB_ID: 174433	PhysicalEntity11	
Complex354	RNA primer-DNA primer:G-strand extended telomere	nucleoplasm	Reactome DB_ID: 174433	Complex353	
Complex355	RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174454	SmallMolecule29	
Complex355	RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174454	PhysicalEntity11	
Complex355	RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174454	PhysicalEntity10	
Complex355	RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end	nucleoplasm	Reactome DB_ID: 174454	Complex117	
Complex356	RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end duplex:PCNA homotrimer	nucleoplasm	Reactome DB_ID: 174449	Complex119	
Complex356	RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end duplex:PCNA homotrimer	nucleoplasm	Reactome DB_ID: 174449	Complex355	
Complex357	RNA primer-DNA primer:G-strand extended telomere:PCNA 	nucleoplasm	Reactome DB_ID: 174450	SmallMolecule29	
Complex357	RNA primer-DNA primer:G-strand extended telomere:PCNA 	nucleoplasm	Reactome DB_ID: 174450	Complex119	
